Sample,Number,MISGP_sample_number,Lake,Lake_sub_basin,Waterbody_ID,Lake_lat,Lake_long,Location_within_waterbody,Site_lat,Site_long,State,County,Year_collected,Date_collected,Collector,Microsatellite_strain,Fluridone_response,2_4D_response,Procellacor_response,ITS_ID,Comments,Putative_ID,Date_received,Who_received,Fresh_Frozen_Dried,Date Frozen,Extraction_comments,Date_extracted,Who_extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1145,1145,,Pend Oreille,,,48.168701,-116.3276,672,48.31,-116.5,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,Duplicate,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1146,1146,,Pend Oreille,,,48.168701,-116.3276,672,48.31,-116.5,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1147,1147,,Pend Oreille,,,48.168701,-116.3276,296EA378,48.24,-116.61,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1148,1148,,Pend Oreille,,,48.168701,-116.3276,296EA378,48.24,-116.61,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1149,1149,,Pend Oreille,,,48.168701,-116.3276,296EA378,48.24,-116.61,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1150,1150,,Pend Oreille,,,48.168701,-116.3276,C20B2BB,48.16,-116.77,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1151,1151,,Pend Oreille,,,48.168701,-116.3276,C20B2BB,48.16,-116.77,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1152,1152,,Pend Oreille,,,48.168701,-116.3276,C20B2BB,48.16,-116.77,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1153,1153,,Pend Oreille,,,48.168701,-116.3276,C20AE58,48.3,-116.71,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1154,1154,,Pend Oreille,,,48.168701,-116.3276,C20AE58,48.3,-116.71,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1155,1155,,Pend Oreille,,,48.168701,-116.3276,C20AE58,48.3,-116.71,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1156,1156,,Pend Oreille,,,48.168701,-116.3276,296525CO,48.17,-116.78,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1157,1157,,Pend Oreille,,,48.168701,-116.3276,296525CO,48.17,-116.78,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1158,1158,,Pend Oreille,,,48.168701,-116.3276,296525CO,48.17,-116.78,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1159,1159,,Pend Oreille,,,48.168701,-116.3276,Fry Creek LPO,48.23,-116.54,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1160,1160,,Pend Oreille,,,48.168701,-116.3276,Fry Creek LPO,48.23,-116.54,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1161,1161,,Pend Oreille,,,48.168701,-116.3276,Fry Creek LPO,48.23,-116.54,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1162,1162,,Pend Oreille,,,48.168701,-116.3276,Ellis Port,48.23,-116.3,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,8/26/15,Paula Guastello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1163,1163,,Pend Oreille,,,48.168701,-116.3276,Ellis Port,48.23,-116.3,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1164,1164,,Pend Oreille,,,48.168701,-116.3276,Ellis Port,48.23,-116.3,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1165,1165,,Noxon Reservoir,,,47.88911,-115.70833,North Shore 012,47.86029,-115.63364,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,Direct PCR Test,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1166,1166,,Noxon Reservoir,,,47.88911,-115.70833,North Shore 012,47.86029,-115.63364,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1167,1167,,Noxon Reservoir,,,47.88911,-115.70833,North Shore 012,47.86029,-115.63364,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1168,1168,,Noxon Reservoir,,,47.88911,-115.70833,North Shore 012,47.86029,-115.63364,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1169,1169,,Noxon Reservoir,,,47.88911,-115.70833,North Shore 012,47.86029,-115.63364,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1170,1170,,Noxon Reservoir,,,47.88911,-115.70833,13,47.86378,-115.64962,MT,Sanders,2015,,Celestine Duncan ,,,,,FAIL,Direct PCR Test,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1171,1171,,Noxon Reservoir,,,47.88911,-115.70833,13,47.86378,-115.64962,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1172,1172,,Noxon Reservoir,,,47.88911,-115.70833,13,47.86378,-115.64962,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1173,1173,,Noxon Reservoir,,,47.88911,-115.70833,13,47.86378,-115.64962,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1174,1174,,Noxon Reservoir,,,47.88911,-115.70833,13,47.86378,-115.64962,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1175,1175,,Noxon Reservoir,,,47.88911,-115.70833,Railroad Track 014,47.86277,-115.65467,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,Direct PCR Test,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1176,1176,,Noxon Reservoir,,,47.88911,-115.70833,Railroad Track 014,47.86277,-115.65467,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1177,1177,,Noxon Reservoir,,,47.88911,-115.70833,Railroad Track 014,47.86277,-115.65467,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1178,1178,,Noxon Reservoir,,,47.88911,-115.70833,Railroad Track 014,47.86277,-115.65467,MT,Sanders,2015,,Celestine Duncan ,,,,,FAIL,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1179,1179,,Noxon Reservoir,,,47.88911,-115.70833,Railroad Track 014,47.86277,-115.65467,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1180,1180,,Noxon Reservoir,,,47.88911,-115.70833,New 2 015,47.87221,-115.69658,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,Direct PCR Test,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1181,1181,,Noxon Reservoir,,,47.88911,-115.70833,New 2 015,47.87221,-115.69658,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1182,1182,,Noxon Reservoir,,,47.88911,-115.70833,New 2 015,47.87221,-115.69658,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1183,1183,,Noxon Reservoir,,,47.88911,-115.70833,New 2 015,47.87221,-115.69658,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1184,1184,,Noxon Reservoir,,,47.88911,-115.70833,New 2 015,47.87221,-115.69658,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1185,1185,,Noxon Reservoir,,,47.88911,-115.70833,Tusker 016,47.85938,-115.66589,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,Direct PCR Test,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1186,1186,,Noxon Reservoir,,,47.88911,-115.70833,Tusker 016,47.85938,-115.66589,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1187,1187,,Noxon Reservoir,,,47.88911,-115.70833,Tusker 016,47.85938,-115.66589,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1188,1188,,Noxon Reservoir,,,47.88911,-115.70833,Tusker 016,47.85938,-115.66589,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1189,1189,,Noxon Reservoir,,,47.88911,-115.70833,Tusker 016,47.85938,-115.66589,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1190,1190,,Noxon Reservoir,,,47.88911,-115.70833,New 3 017,47.85637,-115.64512,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,Direct PCR Test,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1191,1191,,Noxon Reservoir,,,47.88911,-115.70833,New 3 017,47.85637,-115.64512,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1192,1192,,Noxon Reservoir,,,47.88911,-115.70833,New 3 017,47.85637,-115.64512,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1193,1193,,Noxon Reservoir,,,47.88911,-115.70833,New 3 017,47.85637,-115.64512,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1194,1194,,Noxon Reservoir,,,47.88911,-115.70833,New 3 017,47.85637,-115.64512,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1195,1195,,Noxon Reservoir,,,47.88911,-115.70833,South Shore 018,47.85215,-115.60759,MT,Sanders,2015,,Celestine Duncan ,,,,,HWM,Direct PCR Test,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1196,1196,,Noxon Reservoir,,,47.88911,-115.70833,South Shore 018,47.85215,-115.60759,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1197,1197,,Noxon Reservoir,,,47.88911,-115.70833,South Shore 018,47.85215,-115.60759,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Emily Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1198,1198,,Noxon Reservoir,,,47.88911,-115.70833,South Shore 018,47.85215,-115.60759,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1199,1199,,Noxon Reservoir,,,47.88911,-115.70833,South Shore 018,47.85215,-115.60759,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1200,1200,,Noxon Reservoir,,,47.88911,-115.70833,Finley Flat,,,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,Direct PCR Test,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1201,1201,,Noxon Reservoir,,,47.88911,-115.70833,Finley Flat,,,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1202,1202,,Noxon Reservoir,,,47.88911,-115.70833,Finley Flat,,,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1203,1203,,Noxon Reservoir,,,47.88911,-115.70833,Finley Flat,,,MT,Sanders,2015,,Celestine Duncan ,,,,,EWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1204,1204,,Noxon Reservoir,,,47.88911,-115.70833,Finley Flat,,,MT,Sanders,2015,,Celestine Duncan ,,,,,NWM,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1205,1205,,Pend Oreille,,,48.168701,-116.3276,Bayview N ,47.98,-116.55,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1206,1206,,Pend Oreille,,,48.168701,-116.3276,Bayview N ,47.98,-116.55,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1207,1207,,Pend Oreille,,,48.168701,-116.3276,Bayview N ,47.98,-116.55,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1208,1208,,Pend Oreille,,,48.168701,-116.3276,Farragut 1 ,47.97,-116.55,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,Duplicate,7/27/15,Paula Guastello ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_1209,1209,,Pend Oreille,,,48.168701,-116.3276,Farragut 1 ,47.97,-116.55,ID,Bonner,2015,,Tom Woolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
