Sample,Number,MISGP_sample_number,Lake,Lake_sub_basin,Waterbody_ID,Lake_lat,Lake_long,Location_within_waterbody,Site_lat,Site_long,State,County,Year_collected,Date_collected,Collector,Microsatellite_strain,Fluridone_response,2_4D_response,Procellacor_response,ITS_ID,Comments,Putative_ID,Date_received,Who_received,Fresh_Frozen_Dried,Date Frozen,Extraction_comments,Date_extracted,Who_extracted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8104,8104,,Phalen,,62001300,44.987389,-93.053554,PH24 E,,,MN,Ramsey,2019,8/14/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/3/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8105,8105,,Phalen,,62001300,44.987389,-93.053554,PH34 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8106,8106,,Phalen,,62001300,44.987389,-93.053554,PH41A E,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8107,8107,,Phalen,,62001300,44.987389,-93.053554,PH41B E,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8108,8108,,Phalen,,62001300,44.987389,-93.053554,PH48 E,,,MN,Ramsey,2019,8/14/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8109,8109,,Phalen,,62001300,44.987389,-93.053554,PH58 N,,,MN,Ramsey,2019,8/14/19,,NORTHERN,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8110,8110,,Phalen,,62001300,44.987389,-93.053554,PH63 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8111,8111,,Phalen,,62001300,44.987389,-93.053554,PH64 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8112,8112,,Phalen,,62001300,44.987389,-93.053554,PH68 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8113,8113,,Phalen,,62001300,44.987389,-93.053554,PH73 H,,,MN,Ramsey,2019,8/14/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8114,8114,,Phalen,,62001300,44.987389,-93.053554,PH81 E,,,MN,Ramsey,2019,8/15/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8115,8115,,Phalen,,62001300,44.987389,-93.053554,PH85 N,,,MN,Ramsey,2019,8/14/19,,NORTHERN,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,Duplicate,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8116,8116,,Phalen,,62001300,44.987389,-93.053554,PH86 E,,,MN,Ramsey,2019,8/14/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8117,8117,,Phalen,,62001300,44.987389,-93.053554,PH87 H,,,MN,Ramsey,2019,8/15/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8118,8118,,Phalen,,62001300,44.987389,-93.053554,PH98 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8119,8119,,Phalen,,62001300,44.987389,-93.053554,PH101 E,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8120,8120,,Phalen,,62001300,44.987389,-93.053554,PH101 H,,,MN,Ramsey,2019,8/14/19,,H_MYR_8103,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8121,8121,,Christmas,,27013700,44.896683,-93.54279,C0 N,,,MN,Hennepin,2019,8/28/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8122,8122,,Minnetonka,Grays,27013301,44.954354,-93.493781,GB109 H,,,MN,Hennepin,2019,8/26/19,,H_MYR_5078,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8123,8123,,Orchard,,19003100,44.701763,-93.309492,OR54 N,,,MN,Dakota,2019,8/5/19,,NORTHERN,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8124,8124,,Otter,,2000300,45.124344,-93.038716,OT121 H,,,MN,Anoka,2019,8/1/19,,H_MYR_4866,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8125,8125,,Minnetonka,Phelps,27013305,44.900169,-93.643684,PB372 H,,,MN,Hennepin,2019,8/13/19,,H_MYR_8125,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8126,8126,,Minnetonka,Smiths,27013302,44.94561,-93.547297,SM183 E,,,MN,Hennepin,2019,7/24/19,,H_MYR_5016,sensitive,resistant,,,MAISRC,,,Emma Rice,Dried,,,1/24/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8127,8127,,Wolf,,47001600,45.009079,-94.297966,WF14 H,,,MN,Meeker,2019,8/6/19,,FAIL,,,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8128,8128,,Wolf,,47001600,45.009079,-94.297966,WF18 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8129,8129,,Wolf,,47001600,45.009079,-94.297966,WF24 H,,,MN,Meeker,2019,8/6/19,,H_MYR_8129,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8130,8130,,Wolf,,47001600,45.009079,-94.297966,WF25 H,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8131,8131,,Wolf,,47001600,45.009079,-94.297966,WF26 H,,,MN,Meeker,2019,8/6/19,,H_MYR_8129,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8132,8132,,Wolf,,47001600,45.009079,-94.297966,WF44 H,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8133,8133,,Wolf,,47001600,45.009079,-94.297966,WF48 H,,,MN,Meeker,2019,8/6/19,,FAIL,,,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8134,8134,,Wolf,,47001600,45.009079,-94.297966,WF57 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8135,8135,,Wolf,,47001600,45.009079,-94.297966,WF58 H,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8136,8136,,Wolf,,47001600,45.009079,-94.297966,WF60 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8137,8137,,Wolf,,47001600,45.009079,-94.297966,WF61 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,Duplicate,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8138,8138,,Wolf,,47001600,45.009079,-94.297966,WF66 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8139,8139,,Wolf,,47001600,45.009079,-94.297966,WF68 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8140,8140,,Wolf,,47001600,45.009079,-94.297966,WF82 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8141,8141,,Wolf,,47001600,45.009079,-94.297966,WF71 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8142,8142,,Wolf,,47001600,45.009079,-94.297966,WF84 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8143,8143,,Wolf,,47001600,45.009079,-94.297966,WF87 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8144,8144,,Wolf,,47001600,45.009079,-94.297966,WF97 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8145,8145,,Wolf,,47001600,45.009079,-94.297966,WF97 H,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,Duplicate,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8146,8146,,Wolf,,47001600,45.009079,-94.297966,WF99 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8147,8147,,Wolf,,47001600,45.009079,-94.297966,WF100 E,,,MN,Meeker,2019,8/6/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/28/20,Emma Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8148,8148,,Zumbra,,10004100,44.881921,-93.663659,ZU1 H,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8149,8149,,Zumbra,,10004100,44.881921,-93.663659,ZU4 H,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8150,8150,,Zumbra,,10004100,44.881921,-93.663659,ZU20 H,,,MN,Carver,2019,9/13/19,,H_MYR_8150,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,Duplicate,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8151,8151,,Zumbra,,10004100,44.881921,-93.663659,ZU42 H,,,MN,Carver,2019,9/13/19,,FAIL,,,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8152,8152,,Zumbra,,10004100,44.881921,-93.663659,ZU43 H,,,MN,Carver,2019,9/13/19,,H_MYR_8152,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8153,8153,,Zumbra,,10004100,44.881921,-93.663659,ZU45 H,,,MN,Carver,2019,9/13/19,,H_MYR_8150,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8154,8154,,Zumbra,,10004100,44.881921,-93.663659,ZU54 E,,,MN,Carver,2019,9/13/19,,H_MYR_8154,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8155,8155,,Zumbra,,10004100,44.881921,-93.663659,ZU56 H,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8156,8156,,Zumbra,,10004100,44.881921,-93.663659,ZU74 H,,,MN,Carver,2019,9/13/19,,H_MYR_8150,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8157,8157,,Zumbra,,10004100,44.881921,-93.663659,ZU81 H,,,MN,Carver,2019,9/13/19,,H_MYR_8150,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8158,8158,,Zumbra,,10004100,44.881921,-93.663659,ZU105 H,,,MN,Carver,2019,9/13/19,,FAIL,,,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8159,8159,,Zumbra,,10004100,44.881921,-93.663659,ZU113 E,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8160,8160,,Zumbra,,10004100,44.881921,-93.663659,ZU118 E,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,Duplicate,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8161,8161,,Zumbra,,10004100,44.881921,-93.663659,ZU122 H,,,MN,Carver,2019,9/13/19,,FAIL,,,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8162,8162,,Zumbra,,10004100,44.881921,-93.663659,ZU142 H,,,MN,Carver,2019,9/13/19,,E_MISGP_734,sensitive,sensitive,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYR_8163,8163,,Zumbra,,10004100,44.881921,-93.663659,ZU145 E,,,MN,Carver,2019,9/13/19,,H_MYR_8152,unknown,unknown,,,MAISRC,,,Emma Rice,Dried,,,1/31/20,Anna French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
